source,identifier,posted_date,is_preprint_of,preprint_of_doi
Authorea,10.22541/au.161642232.28976638/v1,2021-03-22,NA,NA
Authorea,10.22541/au.159799145.54759313,2020-08-21,NA,NA
Authorea,10.22541/au.158879147.71633549,2020-05-06,NA,NA
Authorea,10.22541/au.160916109.91241770/v1,2020-12-28,NA,NA
Authorea,10.22541/au.161576747.74024980/v1,2021-03-15,NA,NA
Authorea,10.22541/au.159863553.37162687,2020-08-28,NA,NA
Authorea,10.22541/au.159985407.77264567,2020-09-11,NA,NA
Authorea,10.22541/au.159986862.23157416,2020-09-11,NA,NA
Authorea,10.22541/au.158921551.16243371,2020-05-11,NA,NA
Authorea,10.22541/au.160133592.26872328,2020-09-28,NA,NA
Authorea,10.22541/au.159601863.30418988,2020-07-29,NA,NA
Authorea,10.22541/au.160510683.36272688/v1,2020-11-11,NA,NA
Authorea,10.22541/au.159795391.12993390,2020-08-20,NA,NA
Authorea,10.22541/au.159672642.29682726,2020-08-06,NA,NA
Authorea,10.22541/au.160914182.23298067/v1,2020-12-28,NA,NA
Authorea,10.22541/au.159372941.11458494,2020-07-02,NA,NA
Authorea,10.22541/au.158879251.11857143,2020-05-06,NA,NA
Authorea,10.22541/au.160674692.22857990/v1,2020-11-30,NA,NA
Authorea,10.22541/au.159430753.36373086,2020-07-09,NA,NA
Authorea,10.22541/au.161789810.09609748/v1,2021-04-08,NA,NA
Authorea,10.22541/au.160396932.21022667/v1,2020-10-29,NA,NA
Authorea,10.22541/au.159301715.55885907,2020-06-24,NA,NA
Authorea,10.22541/au.159183140.02820327,2020-06-10,NA,NA
Authorea,10.22541/au.159249636.69357204,2020-06-18,NA,NA
Authorea,10.22541/au.158880242.23658639,2020-05-06,NA,NA
Authorea,10.22541/au.158955363.30346358,2020-05-15,NA,NA
Authorea,10.22541/au.161493733.37038354/v1,2021-03-05,NA,NA
Authorea,10.22541/au.158872328.86968358,2020-05-06,NA,NA
Authorea,10.22541/au.161659056.66336738/v1,2021-03-24,NA,NA
Authorea,10.22541/au.161701344.41884506/v1,2021-03-29,NA,NA
Authorea,10.22541/au.159602540.06483139,2020-07-29,NA,NA
Authorea,10.22541/au.161647831.14283015/v1,2021-03-23,NA,NA
Authorea,10.22541/au.160288171.11558827/v1,2020-10-16,NA,NA
Authorea,10.22541/au.159103620.03614209,2020-06-01,NA,NA
Authorea,10.22541/au.159819233.38980294,2020-08-23,NA,NA
Authorea,10.22541/au.160597263.32837900/v1,2020-11-21,NA,NA
Authorea,10.22541/au.159076935.53810399,2020-05-29,NA,NA
Authorea,10.22541/au.159863207.71383881,2020-08-28,NA,NA
Authorea,10.22541/au.159620869.98069001,2020-07-31,NA,NA
Authorea,10.22541/au.159413604.48894097,2020-07-07,NA,NA
Authorea,10.22541/au.158920914.46240655,2020-05-11,NA,NA
Authorea,10.22541/au.158920571.17423682,2020-05-11,NA,NA
Authorea,10.22541/au.159286119.92728253,2020-06-22,NA,NA
Authorea,10.22541/au.160464797.73668356/v1,2020-11-06,NA,NA
Authorea,10.22541/au.159170766.61093111,2020-06-09,NA,NA
Authorea,10.22541/au.160516630.00713824/v1,2020-11-12,NA,NA
Authorea,10.22541/au.160563832.21435147/v1,2020-11-17,NA,NA
Authorea,10.22541/au.159407078.80244158,2020-07-06,NA,NA
Authorea,10.22541/au.159181137.78287140,2020-06-10,NA,NA
Authorea,10.22541/au.160405024.43818724/v1,2020-10-30,NA,NA
Authorea,10.22541/au.159915064.47211533,2020-09-03,NA,NA
Authorea,10.22541/au.160070957.77490512,2020-09-21,NA,NA
Authorea,10.22541/au.158871593.36900630,2020-05-05,NA,NA
Authorea,10.22541/au.159818934.48487719,2020-08-23,NA,NA
Authorea,10.22541/au.159292858.82650822,2020-06-23,NA,NA
Authorea,10.22541/au.161157257.70920317/v1,2021-01-25,NA,NA
Authorea,10.22541/au.160344729.92641427/v1,2020-10-23,NA,NA
Authorea,10.22541/au.160256886.63743394/v1,2020-10-13,NA,NA
Authorea,10.22541/au.159335613.31156244,2020-06-28,NA,NA
Authorea,10.22541/au.160403594.43735522/v1,2020-10-30,NA,NA
Authorea,10.22541/au.159986331.15967694,2020-09-11,NA,NA
Authorea,10.22541/au.159674584.43033526,2020-08-06,NA,NA
Authorea,10.22541/au.159248796.68223685,2020-06-18,NA,NA
Authorea,10.22541/au.160639753.31036000/v1,2020-11-26,NA,NA
Authorea,10.22541/au.159136826.64630414,2020-06-05,NA,NA
Authorea,10.22541/au.159309994.43408130,2020-06-25,NA,NA
Authorea,10.22541/au.158948991.10995387,2020-05-14,NA,NA
Authorea,10.22541/au.160441712.26175508/v1,2020-11-03,NA,NA
Authorea,10.22541/au.158949159.90350539,2020-05-14,NA,NA
Authorea,10.22541/au.160456332.29655957/v1,2020-11-05,NA,NA
Authorea,10.22541/au.159188542.27508922,2020-06-11,NA,NA
Authorea,10.22541/au.159060411.10385705,2020-05-27,NA,NA
Authorea,10.22541/au.160354623.32715644/v1,2020-10-24,NA,NA
Authorea,10.22541/au.161369572.28054349/v1,2021-02-19,NA,NA
Authorea,10.22541/au.161434306.64506288/v1,2021-02-26,NA,NA
Authorea,10.22541/au.161522874.41200611/v1,2021-03-08,NA,NA
Authorea,10.22541/au.161565630.01745412/v1,2021-03-13,NA,NA
Authorea,10.22541/au.159551279.93842674,2020-07-23,NA,NA
Authorea,10.22541/au.160373214.44393120/v1,2020-10-26,NA,NA
Authorea,10.22541/au.158949147.79941656,2020-05-14,NA,NA
Authorea,10.22541/au.160340464.43961886/v1,2020-10-22,NA,NA
Authorea,10.22541/au.158872372.27720809,2020-05-06,NA,NA
Authorea,10.22541/au.159164605.58786876,2020-06-08,NA,NA
Authorea,10.22541/au.161363096.62368074/v1,2021-02-18,NA,NA
Authorea,10.22541/au.160029769.94706191,2020-09-16,NA,NA
Authorea,10.22541/au.160573566.66790189/v1,2020-11-18,NA,NA
Authorea,10.22541/au.161408622.22453644/v1,2021-02-23,NA,NA
Authorea,10.22541/au.161060001.14720371/v1,2021-01-14,NA,NA
Authorea,10.22541/au.159665104.46247635,2020-08-05,NA,NA
Authorea,10.22541/au.160071241.12667509,2020-09-21,NA,NA
Authorea,10.22541/au.159413295.56725256,2020-07-07,NA,NA
Authorea,10.22541/au.159714938.87149865,2020-08-11,NA,NA
Authorea,10.22541/au.159620968.84116387,2020-07-31,NA,NA
Authorea,10.22541/au.160689244.41003643/v1,2020-12-02,NA,NA
Authorea,10.22541/au.159225058.82292112,2020-06-15,NA,NA
Authorea,10.22541/au.159129064.47440633,2020-06-04,NA,NA
Authorea,10.22541/au.161700884.44527080/v1,2021-03-29,NA,NA
Authorea,10.22541/au.159769315.58213314,2020-08-17,NA,NA
Authorea,10.22541/au.161738497.71208486/v1,2021-04-02,NA,NA
Authorea,10.22541/au.159181121.14843689,2020-06-10,NA,NA
Authorea,10.22541/au.160374062.27233826/v1,2020-10-26,NA,NA
Authorea,10.22541/au.159068312.29796158,2020-05-28,NA,NA
Authorea,10.22541/au.161074580.02596064/v1,2021-01-15,NA,NA
Authorea,10.22541/au.159724509.93056098,2020-08-12,NA,NA
Authorea,10.22541/au.159414758.88688346,2020-07-07,NA,NA
Authorea,10.22541/au.160315184.48381199/v1,2020-10-19,NA,NA
Authorea,10.22541/au.160253866.66313846/v1,2020-10-12,NA,NA
Authorea,10.22541/au.159137421.16172030,2020-06-05,NA,NA
Authorea,10.22541/au.160407204.45730000/v1,2020-10-30,NA,NA
Authorea,10.22541/au.159586093.37489192,2020-07-27,NA,NA
Authorea,10.22541/au.159493405.52618093,2020-07-16,NA,NA
Authorea,10.22541/au.159534719.97150347,2020-07-21,NA,NA
Authorea,10.22541/au.158896330.05120330,2020-05-08,NA,NA
Authorea,10.22541/au.159327559.95778163,2020-06-27,NA,NA
Authorea,10.22541/au.160797486.63735316/v1,2020-12-14,NA,NA
Authorea,10.22541/au.158944160.08634657,2020-05-14,NA,NA
Authorea,10.22541/au.159986520.02493871,2020-09-11,NA,NA
Authorea,10.22541/au.159100754.43122851,2020-06-01,NA,NA
Authorea,10.22541/au.159136393.31896798,2020-06-05,NA,NA
Authorea,10.22541/au.161350591.14295009/v1,2021-02-16,NA,NA
Authorea,10.22541/au.160621937.70411570/v1,2020-11-24,NA,NA
Authorea,10.22541/au.160571164.40187395/v1,2020-11-18,NA,NA
Authorea,10.22541/au.158921625.56758049,2020-05-11,NA,NA
Authorea,10.22541/au.159620924.44967774,2020-07-31,NA,NA
Authorea,10.22541/au.161353156.67766598/v1,2021-02-17,NA,NA
Authorea,10.22541/au.160417264.45598527/v1,2020-10-31,NA,NA
Authorea,10.22541/au.159986107.78351455,2020-09-11,NA,NA
Authorea,10.22541/au.159103670.01225809,2020-06-01,NA,NA
Authorea,10.22541/au.160861357.70823937/v1,2020-12-22,NA,NA
Authorea,10.22541/au.159242059.92923486,2020-06-17,NA,NA
Authorea,10.22541/au.159009071.12154200,2020-05-21,NA,NA
Authorea,10.22541/au.159863464.49177027,2020-08-28,NA,NA
Authorea,10.22541/au.161218791.12621919/v1,2021-02-01,NA,NA
Authorea,10.22541/au.158880132.24427210,2020-05-06,NA,NA
Authorea,10.22541/au.159818422.28827874,2020-08-23,NA,NA
Authorea,10.22541/au.159110390.00085609,2020-06-02,NA,NA
Authorea,10.22541/au.159170670.06877881,2020-06-09,NA,NA
Authorea,10.22541/au.160673585.52596009/v1,2020-11-30,NA,NA
Authorea,10.22541/au.161418392.20126229/v1,2021-02-24,NA,NA
Authorea,10.22541/au.160684625.54943545/v1,2020-12-01,NA,NA
Authorea,10.22541/au.160331924.46336457/v1,2020-10-21,NA,NA
Authorea,10.22541/au.158938595.50403411,2020-05-13,NA,NA
Authorea,10.22541/au.158880276.67980388,2020-05-06,NA,NA
Authorea,10.22541/au.161004273.37140148/v1,2021-01-07,NA,NA
Authorea,10.22541/au.159646143.39104685,2020-08-03,NA,NA
Authorea,10.22541/au.159862958.88023886,2020-08-28,NA,NA
Authorea,10.22541/au.158894319.95205855,2020-05-08,NA,NA
Authorea,10.22541/au.159620982.22903632,2020-07-31,NA,NA
Authorea,10.22541/au.161000355.54720791/v1,2021-01-07,NA,NA
Authorea,10.22541/au.160979563.31586807/v1,2021-01-04,NA,NA
Authorea,10.22541/au.159060719.92231756,2020-05-27,NA,NA
Authorea,10.22541/au.159414621.12510552,2020-07-07,NA,NA
Authorea,10.22541/au.158921572.28585651,2020-05-11,NA,NA
Authorea,10.22541/au.159050305.56248737,2020-05-26,NA,NA
Authorea,10.22541/au.159908960.07956033,2020-09-02,NA,NA
Authorea,10.22541/au.159493287.72845393,2020-07-16,NA,NA
Authorea,10.22541/au.158921502.21778694,2020-05-11,NA,NA
Authorea,10.22541/au.161402987.79976533/v1,2021-02-22,NA,NA
Authorea,10.22541/au.160848679.90170837/v1,2020-12-20,NA,NA
Authorea,10.22541/au.160027174.45978476,2020-09-16,NA,NA
Authorea,10.22541/au.159646117.77292081,2020-08-03,NA,NA
Authorea,10.22541/au.161167516.63010319/v1,2021-01-26,NA,NA
Authorea,10.22541/au.160218230.00714939/v1,2020-10-08,NA,NA
Authorea,10.22541/au.159012551.13006677,2020-05-22,NA,NA
Authorea,10.22541/au.159715001.13368769,2020-08-11,NA,NA
Authorea,10.22541/au.159431042.26710789,2020-07-09,NA,NA
Authorea,10.22541/au.159223897.73814834,2020-06-15,NA,NA
Authorea,10.22541/au.160581796.64897366/v1,2020-11-19,NA,NA
Authorea,10.22541/au.160778854.40787640/v1,2020-12-12,NA,NA
Authorea,10.22541/au.159414516.61886061,2020-07-07,NA,NA
Authorea,10.22541/au.161636843.33462740/v1,2021-03-21,NA,NA
Authorea,10.22541/au.158990400.02382580,2020-05-19,NA,NA
Authorea,10.22541/au.159466955.59063704,2020-07-13,NA,NA
Authorea,10.22541/au.160193381.16831004/v1,2020-10-05,NA,NA
Authorea,10.22541/au.159129024.49767379,2020-06-04,NA,NA
Authorea,10.22541/au.161000568.81171409/v1,2021-01-07,NA,NA
Authorea,10.22541/au.158999389.94456033,2020-05-20,NA,NA
Authorea,10.22541/au.160734344.45295921/v1,2020-12-07,NA,NA
Authorea,10.22541/au.159493283.36857508,2020-07-16,NA,NA
Authorea,10.22541/au.160193327.77665145/v1,2020-10-05,NA,NA
Authorea,10.22541/au.159112172.23549094,2020-06-02,NA,NA
Authorea,10.22541/au.159708687.74319499,2020-08-10,NA,NA
Authorea,10.22541/au.159646036.63336678,2020-08-03,NA,NA
Authorea,10.22541/au.159969706.62388554,2020-09-10,NA,NA
Authorea,10.22541/au.161565347.76349456/v1,2021-03-13,NA,NA
Authorea,10.22541/au.159714891.13637598,2020-08-11,NA,NA
Authorea,10.22541/au.158999349.99164993,2020-05-20,NA,NA
Authorea,10.22541/au.158981267.72983113,2020-05-18,NA,NA
Authorea,10.22541/au.161653834.41207191/v1,2021-03-23,NA,NA
Authorea,10.22541/au.159183121.15834599,2020-06-10,NA,NA
Authorea,10.22541/au.161219182.26365222/v1,2021-02-01,NA,NA
Authorea,10.22541/au.159225460.00485414,2020-06-15,NA,NA
Authorea,10.22541/au.161160186.62286068/v1,2021-01-25,NA,NA
Authorea,10.22541/au.160837979.90389790/v1,2020-12-19,NA,NA
Authorea,10.22541/au.160028422.26656001,2020-09-16,NA,NA
Authorea,10.22541/au.160349183.34624732/v1,2020-10-23,NA,NA
Authorea,10.22541/au.159929830.07437042,2020-09-05,NA,NA
Authorea,10.22541/au.159363375.57325180,2020-07-01,NA,NA
Authorea,10.22541/au.161667935.58837126/v1,2021-03-25,NA,NA
Authorea,10.22541/au.159819168.84965660,2020-08-23,NA,NA
Authorea,10.22541/au.161450726.63302918/v1,2021-02-28,NA,NA
Authorea,10.22541/au.160288495.58916395/v1,2020-10-16,NA,NA
Authorea,10.22541/au.159646055.54142920,2020-08-03,NA,NA
Authorea,10.22541/au.161726230.02416733/v1,2021-04-01,NA,NA
Authorea,10.22541/au.160831239.99340016/v1,2020-12-18,NA,NA
Authorea,10.22541/au.161380916.68779439/v1,2021-02-20,NA,NA
Authorea,10.22541/au.161248601.18537576/v1,2021-02-05,NA,NA
Authorea,10.22541/au.160908611.15209775/v1,2020-12-27,NA,NA
Authorea,10.22541/au.159785109.97018180,2020-08-19,NA,NA
Authorea,10.22541/au.161370176.67403897/v1,2021-02-19,NA,NA
Authorea,10.22541/au.160157509.91154389,2020-10-01,NA,NA
Authorea,10.22541/au.160425553.34001255/v1,2020-11-01,NA,NA
Authorea,10.22541/au.160372850.03511368/v1,2020-10-26,NA,NA
Authorea,10.22541/au.161087900.04776369/v1,2021-01-17,NA,NA
Authorea,10.22541/au.160932160.04091017/v1,2020-12-30,NA,NA
Authorea,10.22541/au.159254283.35577929,2020-06-19,NA,NA
Authorea,10.22541/au.159480195.56269062,2020-07-15,NA,NA
Authorea,10.22541/au.160519548.83511334/v1,2020-11-12,NA,NA
Authorea,10.22541/au.161064428.87545110/v1,2021-01-14,NA,NA
Authorea,10.22541/au.159466822.20489043,2020-07-13,NA,NA
Authorea,10.22541/au.161606548.88251239/v1,2021-03-18,NA,NA
Authorea,10.22541/au.161339396.63905015/v1,2021-02-15,NA,NA
Authorea,10.22541/au.161116071.12831445/v1,2021-01-20,NA,NA
Authorea,10.22541/au.159231546.68218755,2020-06-16,NA,NA
Authorea,10.22541/au.160397104.42707763/v1,2020-10-29,NA,NA
Authorea,10.22541/au.159170728.83969371,2020-06-09,NA,NA
Authorea,10.22541/au.159646129.92125472,2020-08-03,NA,NA
Authorea,10.22541/au.159853847.70685470,2020-08-27,NA,NA
Authorea,10.22541/au.160133675.57606786,2020-09-28,NA,NA
Authorea,10.22541/au.161370343.34524730/v1,2021-02-19,NA,NA
Authorea,10.22541/au.158801943.39428086/v2,2020-05-14,NA,NA
Authorea,10.22541/au.159656128.87988725,2020-08-04,NA,NA
Authorea,10.22541/au.159986345.51772033,2020-09-11,NA,NA
Authorea,10.22541/au.159197439.94809899,2020-06-12,NA,NA
Authorea,10.22541/au.161176514.42706494/v1,2021-01-27,NA,NA
Authorea,10.22541/au.161766180.07329727/v1,2021-04-05,NA,NA
Authorea,10.22541/au.161451147.73413176/v1,2021-02-28,NA,NA
Authorea,10.22541/au.159466929.97258741,2020-07-13,NA,NA
Authorea,10.22541/au.160391056.64115187/v1,2020-10-28,NA,NA
Authorea,10.22541/au.158991685.56954337,2020-05-19,NA,NA
Authorea,10.22541/au.159769494.44910308,2020-08-17,NA,NA
Authorea,10.22541/au.160610608.86493154/v1,2020-11-23,NA,NA
Authorea,10.22541/au.159007758.87901715,2020-05-21,NA,NA
Authorea,10.22541/au.159682257.79354554,2020-08-07,NA,NA
Authorea,10.22541/au.159593953.31260189,2020-07-28,NA,NA
Authorea,10.22541/au.159188481.10875549,2020-06-11,NA,NA
Authorea,10.22541/au.158990358.89168563,2020-05-19,NA,NA
Authorea,10.22541/au.159164086.66540815,2020-06-08,NA,NA
Authorea,10.22541/au.160517889.90363842/v1,2020-11-12,NA,NA
Authorea,10.22541/au.159137642.26983355,2020-06-05,NA,NA
Authorea,10.22541/au.159818407.70098122,2020-08-23,NA,NA
Authorea,10.22541/au.159493302.27148700,2020-07-16,NA,NA
Authorea,10.22541/au.159242102.29375493,2020-06-17,NA,NA
Authorea,10.22541/au.158921712.28444985,2020-05-11,NA,NA
Authorea,10.22541/au.159569118.87473812,2020-07-25,NA,NA
Authorea,10.22541/au.160615262.26207947/v1,2020-11-23,NA,NA
Authorea,10.22541/au.161372608.82975226/v1,2021-02-19,NA,NA
Authorea,10.22541/au.159129078.83845728,2020-06-04,NA,NA
Authorea,10.22541/au.160684078.83449304/v1,2020-12-01,NA,NA
Authorea,10.22541/au.159837798.82530482,2020-08-25,NA,NA
Authorea,10.22541/au.160507273.35684863/v1,2020-11-11,NA,NA
Authorea,10.22541/au.159986344.43500232,2020-09-11,NA,NA
Authorea,10.22541/au.160455603.30764763/v1,2020-11-05,NA,NA
Authorea,10.22541/au.161062299.90337289/v1,2021-01-14,NA,NA
Authorea,10.22541/au.158920881.19935051,2020-05-11,NA,NA
Authorea,10.22541/au.161403576.61128353/v1,2021-02-22,NA,NA
Authorea,10.22541/au.159672696.65130925,2020-08-06,NA,NA
Authorea,10.22541/au.159355916.63436191,2020-06-30,NA,NA
Authorea,10.22541/au.158920864.47033435,2020-05-11,NA,NA
Authorea,10.22541/au.161416479.91741411/v1,2021-02-24,NA,NA
Authorea,10.22541/au.159586053.38385693,2020-07-27,NA,NA
Authorea,10.22541/au.161646194.47868634/v1,2021-03-23,NA,NA
Authorea,10.22541/au.159007795.59268204,2020-05-21,NA,NA
Authorea,10.22541/au.160133482.28247071,2020-09-28,NA,NA
Authorea,10.22541/au.159986310.09100888,2020-09-11,NA,NA
Authorea,10.22541/au.160029765.56872319,2020-09-16,NA,NA
Authorea,10.22541/au.159414325.57845567,2020-07-07,NA,NA
Authorea,10.22541/au.159069193.34265275,2020-05-28,NA,NA
Authorea,10.22541/au.161148965.52528385/v1,2021-01-24,NA,NA
Authorea,10.22541/au.160193383.37308288/v1,2020-10-05,NA,NA
Authorea,10.22541/au.161372626.60784835/v1,2021-02-19,NA,NA
Authorea,10.22541/au.159645451.16478965,2020-08-03,NA,NA
Authorea,10.22541/au.159103666.67660285,2020-06-01,NA,NA
Authorea,10.22541/au.158999327.71638046,2020-05-20,NA,NA
Authorea,10.22541/au.160870652.24058406/v1,2020-12-23,NA,NA
Authorea,10.22541/au.159164611.19814755,2020-06-08,NA,NA
Authorea,10.22541/au.161089194.45350111/v1,2021-01-17,NA,NA
Authorea,10.22541/au.158990758.82454014,2020-05-19,NA,NA
Authorea,10.22541/au.159242105.51937220,2020-06-17,NA,NA
Authorea,10.22541/au.160340466.61396727/v1,2020-10-22,NA,NA
Authorea,10.22541/au.161219232.27702071/v1,2021-02-01,NA,NA
Authorea,10.22541/au.161248755.57317179/v1,2021-02-05,NA,NA
Authorea,10.22541/au.158888276.61023550,2020-05-07,NA,NA
Authorea,10.22541/au.159242021.19531479,2020-06-17,NA,NA
Authorea,10.22541/au.159559962.22924572,2020-07-24,NA,NA
Authorea,10.22541/au.159645998.85456885,2020-08-03,NA,NA
Authorea,10.22541/au.160641728.81361594/v1,2020-11-26,NA,NA
Authorea,10.22541/au.161161401.16346202/v1,2021-01-25,NA,NA
Authorea,10.22541/au.160637959.91957970/v1,2020-11-26,NA,NA
Authorea,10.22541/au.159410553.31991801,2020-07-07,NA,NA
Authorea,10.22541/au.161654362.26820666/v1,2021-03-23,NA,NA
Authorea,10.22541/au.159415001.18173251,2020-07-07,NA,NA
Authorea,10.22541/au.159373170.01174665,2020-07-02,NA,NA
Authorea,10.22541/au.160029907.75008123,2020-09-16,NA,NA
Authorea,10.22541/au.159164634.49104228,2020-06-08,NA,NA
Authorea,10.22541/au.158766294.41292819/v2,2020-05-06,NA,NA
Authorea,10.22541/au.159242108.86655106,2020-06-17,NA,NA
Authorea,10.22541/au.159526748.87772484,2020-07-20,NA,NA
Authorea,10.22541/au.159493412.26622559,2020-07-16,NA,NA
Authorea,10.22541/au.161796204.43986088/v1,2021-04-09,NA,NA
Authorea,10.22541/au.159414685.53265258,2020-07-07,NA,NA
Authorea,10.22541/au.159183042.20935845,2020-06-10,NA,NA
Authorea,10.22541/au.159188547.77617510,2020-06-11,NA,NA
Authorea,10.22541/au.160448959.98127475/v1,2020-11-04,NA,NA
Authorea,10.22541/au.158878847.71450719,2020-05-06,NA,NA
Authorea,10.22541/au.158861484.48209597,2020-05-04,NA,NA
Authorea,10.22541/au.159985804.47315478,2020-09-11,NA,NA
Authorea,10.22541/au.160193276.62403984/v1,2020-10-05,NA,NA
Authorea,10.22541/au.159557943.30945951,2020-07-24,NA,NA
Authorea,10.22541/au.159238301.11717372,2020-06-17,NA,NA
Authorea,10.22541/au.159108671.13858622,2020-06-02,NA,NA
Authorea,10.22541/au.161675640.02782854/v1,2021-03-26,NA,NA
Authorea,10.22541/au.159986544.42866344,2020-09-11,NA,NA
Authorea,10.22541/au.160923862.21119058/v1,2020-12-29,NA,NA
Authorea,10.22541/au.159068318.88716830,2020-05-28,NA,NA
Authorea,10.22541/au.160554794.41545816/v1,2020-11-16,NA,NA
Authorea,10.22541/au.160225575.59175620/v1,2020-10-09,NA,NA
Authorea,10.22541/au.160091464.40011130,2020-09-24,NA,NA
Authorea,10.22541/au.159343392.29873132,2020-06-29,NA,NA
Authorea,10.22541/au.160879508.87100031/v1,2020-12-24,NA,NA
Authorea,10.22541/au.160770440.01726562/v1,2020-12-11,NA,NA
Authorea,10.22541/au.159986586.66727520,2020-09-11,NA,NA
Authorea,10.22541/au.159129079.96848297,2020-06-04,NA,NA
Authorea,10.22541/au.158931093.30375358,2020-05-12,NA,NA
Authorea,10.22541/au.158938644.47706104,2020-05-13,NA,NA
Authorea,10.22541/au.158949014.44077074,2020-05-14,NA,NA
Authorea,10.22541/au.159809461.19005892,2020-08-22,NA,NA
Authorea,10.22541/au.161780084.44984136/v1,2021-04-07,NA,NA
Authorea,10.22541/au.160642275.57561401/v1,2020-11-26,NA,NA
Authorea,10.22541/au.159551276.65237798,2020-07-23,NA,NA
Authorea,10.22541/au.159285582.29809979,2020-06-22,NA,NA
Authorea,10.22541/au.160491826.69450223/v1,2020-11-09,NA,NA
Authorea,10.22541/au.160091452.23372891,2020-09-24,NA,NA
Authorea,10.22541/au.160770263.30907582/v1,2020-12-11,NA,NA
Authorea,10.22541/au.161445317.72605597/v1,2021-02-27,NA,NA
Authorea,10.22541/au.159809485.52150076,2020-08-22,NA,NA
Authorea,10.22541/au.159355913.35008893,2020-06-30,NA,NA
Authorea,10.22541/au.161115842.22202688/v1,2021-01-20,NA,NA
Authorea,10.22541/au.160269748.85156733/v1,2020-10-14,NA,NA
Authorea,10.22541/au.161449326.65024375/v1,2021-02-28,NA,NA
Authorea,10.22541/au.161118001.13216246/v1,2021-01-20,NA,NA
Authorea,10.22541/au.160193123.33048985/v1,2020-10-05,NA,NA
Authorea,10.22541/au.160193256.64223046/v1,2020-10-05,NA,NA
Authorea,10.22541/au.160353363.32003348/v1,2020-10-24,NA,NA
Authorea,10.22541/au.159421867.79066783,2020-07-08,NA,NA
Authorea,10.22541/au.161659301.15541515/v1,2021-03-24,NA,NA
Authorea,10.22541/au.159050456.65082133,2020-05-26,NA,NA
Authorea,10.22541/au.161372598.89999025/v1,2021-02-19,NA,NA
Authorea,10.22541/au.159542464.48392276,2020-07-22,NA,NA
Authorea,10.22541/au.158894332.23629278,2020-05-08,NA,NA
Authorea,10.22541/au.159620898.88888756,2020-07-31,NA,NA
Authorea,10.22541/au.159766950.02784988,2020-08-17,NA,NA
Authorea,10.22541/au.158894304.41421837,2020-05-08,NA,NA
Authorea,10.22541/au.158931089.95983410,2020-05-12,NA,NA
Authorea,10.22541/au.161692664.46192103/v1,2021-03-28,NA,NA
Authorea,10.22541/au.158956930.04742774,2020-05-15,NA,NA
Authorea,10.22541/au.159301639.90704061,2020-06-24,NA,NA
Authorea,10.22541/au.159985934.49280104,2020-09-11,NA,NA
Authorea,10.22541/au.159421481.11944741,2020-07-08,NA,NA
Authorea,10.22541/au.160841507.73902506/v1,2020-12-19,NA,NA
Authorea,10.22541/au.160702908.84293841/v1,2020-12-03,NA,NA
