source,identifier,posted_date,is_preprint_of,preprint_of_doi,published_date,published_journal,published_publisher,delay_in_days
Authorea,10.22541/au.159292858.82650822,2020-06-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159335613.31156244,2020-06-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986331.15967694,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159674584.43033526,2020-08-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159248796.68223685,2020-06-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159136826.64630414,2020-06-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159309994.43408130,2020-06-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158948991.10995387,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158949159.90350539,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159188542.27508922,2020-06-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159060411.10385705,2020-05-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159551279.93842674,2020-07-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158949147.79941656,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158872372.27720809,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164605.58786876,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160029769.94706191,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159665104.46247635,2020-08-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160071241.12667509,2020-09-21,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159413295.56725256,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159714938.87149865,2020-08-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159620968.84116387,2020-07-31,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159225058.82292112,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159129064.47440633,2020-06-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159769315.58213314,2020-08-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159181121.14843689,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159068312.29796158,2020-05-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159724509.93056098,2020-08-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159414758.88688346,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159137421.16172030,2020-06-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159586093.37489192,2020-07-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493405.52618093,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159534719.97150347,2020-07-21,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158896330.05120330,2020-05-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159327559.95778163,2020-06-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158944160.08634657,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986520.02493871,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159100754.43122851,2020-06-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159136393.31896798,2020-06-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921625.56758049,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159620924.44967774,2020-07-31,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986107.78351455,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159103670.01225809,2020-06-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242059.92923486,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159009071.12154200,2020-05-21,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159863464.49177027,2020-08-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880132.24427210,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159818422.28827874,2020-08-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159110390.00085609,2020-06-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159170670.06877881,2020-06-09,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158938595.50403411,2020-05-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880276.67980388,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646143.39104685,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159862958.88023886,2020-08-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158894319.95205855,2020-05-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159620982.22903632,2020-07-31,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159060719.92231756,2020-05-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159414621.12510552,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921572.28585651,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159050305.56248737,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159908960.07956033,2020-09-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493287.72845393,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921502.21778694,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160027174.45978476,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646117.77292081,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160218230.00714939/v1,2020-10-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159012551.13006677,2020-05-22,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159715001.13368769,2020-08-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159431042.26710789,2020-07-09,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159223897.73814834,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159414516.61886061,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158990400.02382580,2020-05-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159466955.59063704,2020-07-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193381.16831004/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159129024.49767379,2020-06-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158999389.94456033,2020-05-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493283.36857508,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193327.77665145/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159112172.23549094,2020-06-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159708687.74319499,2020-08-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646036.63336678,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159969706.62388554,2020-09-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159714891.13637598,2020-08-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158999349.99164993,2020-05-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158981267.72983113,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159183121.15834599,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159225460.00485414,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160028422.26656001,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159929830.07437042,2020-09-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159363375.57325180,2020-07-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159819168.84965660,2020-08-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646055.54142920,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159785109.97018180,2020-08-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160157509.91154389,2020-10-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159254283.35577929,2020-06-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159480195.56269062,2020-07-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159466822.20489043,2020-07-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159231546.68218755,2020-06-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159170728.83969371,2020-06-09,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646129.92125472,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159853847.70685470,2020-08-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160133675.57606786,2020-09-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158801943.39428086/v2,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159656128.87988725,2020-08-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986345.51772033,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159197439.94809899,2020-06-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159466929.97258741,2020-07-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158991685.56954337,2020-05-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159769494.44910308,2020-08-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159007758.87901715,2020-05-21,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159682257.79354554,2020-08-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159593953.31260189,2020-07-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159188481.10875549,2020-06-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158990358.89168563,2020-05-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164086.66540815,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159137642.26983355,2020-06-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159818407.70098122,2020-08-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493302.27148700,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242102.29375493,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921712.28444985,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159569118.87473812,2020-07-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159129078.83845728,2020-06-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159837798.82530482,2020-08-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986344.43500232,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158920881.19935051,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159672696.65130925,2020-08-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159355916.63436191,2020-06-30,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158920864.47033435,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159586053.38385693,2020-07-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159007795.59268204,2020-05-21,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160133482.28247071,2020-09-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986310.09100888,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160029765.56872319,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159414325.57845567,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159069193.34265275,2020-05-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193383.37308288/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159645451.16478965,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159103666.67660285,2020-06-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158999327.71638046,2020-05-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164611.19814755,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158990758.82454014,2020-05-19,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242105.51937220,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158888276.61023550,2020-05-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242021.19531479,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159559962.22924572,2020-07-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159645998.85456885,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159410553.31991801,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159415001.18173251,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159373170.01174665,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160029907.75008123,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164634.49104228,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158766294.41292819/v2,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242108.86655106,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159526748.87772484,2020-07-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493412.26622559,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159414685.53265258,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159183042.20935845,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159188547.77617510,2020-06-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158878847.71450719,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158861484.48209597,2020-05-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159985804.47315478,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193276.62403984/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159557943.30945951,2020-07-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159238301.11717372,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159108671.13858622,2020-06-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986544.42866344,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159068318.88716830,2020-05-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160225575.59175620/v1,2020-10-09,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160091464.40011130,2020-09-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159343392.29873132,2020-06-29,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986586.66727520,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159129079.96848297,2020-06-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158931093.30375358,2020-05-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158949014.44077074,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159809461.19005892,2020-08-22,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159551276.65237798,2020-07-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159285582.29809979,2020-06-22,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160091452.23372891,2020-09-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158938644.47706104,2020-05-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159809485.52150076,2020-08-22,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159355913.35008893,2020-06-30,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193123.33048985/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193256.64223046/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159421867.79066783,2020-07-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159050456.65082133,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159542464.48392276,2020-07-22,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158894332.23629278,2020-05-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159620898.88888756,2020-07-31,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159766950.02784988,2020-08-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158894304.41421837,2020-05-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158931089.95983410,2020-05-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158956930.04742774,2020-05-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159301639.90704061,2020-06-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159985934.49280104,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159421481.11944741,2020-07-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921754.46391270,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164627.72361070,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159656134.40877628,2020-08-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159225029.90352675,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159231623.36323550,2020-06-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158981181.19035548,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159223916.69766417,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159200654.49541350,2020-06-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159569226.68851353,2020-07-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159467800.05802032,2020-07-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159188546.62058055,2020-06-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158981256.65638687,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880267.72161815,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160029794.48815066,2020-09-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159225357.75853734,2020-06-15,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158860834.43967516,2020-05-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158817616.62606783/v2,2020-05-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159708697.70680949,2020-08-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159112159.97051932,2020-06-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159043142.26627084,2020-05-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160133569.93559727,2020-09-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158870164.44823128,2020-05-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159343936.64539246,2020-06-29,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159467021.16927198,2020-07-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159527063.39584396,2020-07-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159373225.52467275,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159593999.91554264,2020-07-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880320.02767325,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159372973.33557063,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159068320.03449461,2020-05-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158938639.95121829,2020-05-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159415297.79664506,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159051603.34731746,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159040088.84670621,2020-05-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159526902.25301228,2020-07-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159423220.06571321,2020-07-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159493480.06361071,2020-07-16,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159050897.79923734,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160157563.38644675,2020-10-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159164720.03493751,2020-06-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158921784.48426659,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159724625.55477451,2020-08-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159405663.36601919,2020-07-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160193374.40323151/v1,2020-10-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158949153.31539968,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159894558.82373928,2020-09-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159050420.04320654,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159294219.95991994,2020-06-23,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159373236.61770375,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159335582.27253513,2020-06-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159204070.05800411,2020-06-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160145123.31033695,2020-09-30,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159183068.89984176,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158920850.07965213,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159526915.50542107,2020-07-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159060748.83117836,2020-05-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880029.99942141,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159144676.67835653,2020-06-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159068332.24862763,2020-05-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159248761.12351296,2020-06-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159363391.13649260,2020-07-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159415278.83599086,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159136821.11895818,2020-06-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159397220.05706203,2020-07-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158872314.44635174,2020-05-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158879055.59290774,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158931657.76546679,2020-05-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880097.78917410,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158878917.77777713,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159360855.52005494,2020-07-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159526715.53659771,2020-07-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159170666.62203018,2020-06-09,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159958467.71179629,2020-09-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159200535.51965254,2020-06-12,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159317504.46174347,2020-06-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159985977.79629376,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986427.76417719,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159242063.36465517,2020-06-17,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159076907.71161267,2020-05-29,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158880148.84250526,2020-05-06,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159423239.98944268,2020-07-08,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159110399.94076751,2020-06-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159665031.19046472,2020-08-05,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159183092.22435004,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986473.31890761,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159121353.32230001,2020-06-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159413616.63760183,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158981143.30930108,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159969693.39051590,2020-09-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159415198.84793310,2020-07-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159708640.05511073,2020-08-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159793206.68451729,2020-08-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159363422.29522709,2020-07-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159373163.39100261,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158996522.27761894,2020-05-20,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159060695.58967402,2020-05-27,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159986571.11070780,2020-09-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159200650.00722246,2020-06-13,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159103696.60537059,2020-06-01,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158924010.00323089,2020-05-11,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159183168.85743189,2020-06-10,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159373554.45443497,2020-07-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160105509.93396382,2020-09-25,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159129043.38016656,2020-06-04,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159368943.32235370,2020-07-02,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159343938.85032619,2020-06-29,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158888300.06421581,2020-05-07,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159050282.23236007,2020-05-26,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158978351.15370652,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.159646796.60787872,2020-08-03,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158949125.58319332,2020-05-14,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160091409.98882064,2020-09-24,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.160133247.72446800,2020-09-28,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158981478.88695376,2020-05-18,NA,NA,NA,NA,NA,NA
Authorea,10.22541/au.158879175.53282134,2020-05-06,NA,NA,NA,NA,NA,NA
